record_id,collection_round,route,airline,flight,departure_date,collection_time,booking_horizon,cabin,base_fare,taxes,total_fare,availability,source,quality_status
398,3,BLR-HYD,Air India,AI413,2026-09-29,2026-09-14,T+15,Economy,6510.0,1170.0,7680.0,Available,OTA,Valid
399,3,BLR-HYD,Air India,AI554,2026-09-29,2026-09-22,T+7,Economy,6480.0,1170.0,7650.0,Available,Airline Site,Valid
400,3,BLR-HYD,Air India,AI461,2026-09-29,2026-09-28,T+1,Economy,7930.0,1430.0,9360.0,Available,OTA,Valid
401,3,BLR-HYD,Akasa,AK158,2026-09-29,2026-08-15,T+45,Economy,3400.0,610.0,4010.0,Available,OTA,Valid
402,3,BLR-HYD,Akasa,AK920,2026-09-29,2026-08-30,T+30,Economy,4510.0,810.0,5320.0,Available,Airline Site,Valid
403,3,BLR-HYD,Akasa,AK246,2026-09-29,2026-09-14,T+15,Economy,6290.0,1130.0,7420.0,Available,OTA,Valid
404,3,BLR-HYD,Akasa,AK168,2026-09-29,2026-09-22,T+7,Economy,5740.0,1030.0,6770.0,Available,OTA,Valid
405,3,BLR-HYD,Akasa,AK680,2026-09-29,2026-09-28,T+1,Economy,6650.0,1200.0,7850.0,Sold Out,Airline Site,Valid
406,3,DEL-MAA,IndiGo,IN480,2026-09-29,2026-08-15,T+45,Economy,3510.0,630.0,4140.0,Available,Airline Site,Valid
407,3,DEL-MAA,IndiGo,IN642,2026-09-29,2026-08-30,T+30,Economy,4780.0,860.0,5640.0,Available,OTA,Valid
408,3,DEL-MAA,IndiGo,IN355,2026-09-29,2026-09-14,T+15,Economy,6150.0,1110.0,7260.0,Available,Airline Site,Valid
409,3,DEL-MAA,IndiGo,IN611,2026-09-29,2026-09-22,T+7,Economy,6970.0,1250.0,8220.0,Available,Airline Site,Valid
410,3,DEL-MAA,IndiGo,IN366,2026-09-29,2026-09-28,T+1,Economy,6710.0,1210.0,7920.0,Available,Airline Site,Valid
411,3,DEL-MAA,Air India,AI602,2026-09-29,2026-08-15,T+45,Economy,3720.0,670.0,4390.0,Available,Airline Site,Valid
412,3,DEL-MAA,Air India,AI562,2026-09-29,2026-08-30,T+30,Economy,5240.0,940.0,6180.0,Available,OTA,Valid
413,3,DEL-MAA,Air India,AI929,2026-09-29,2026-09-14,T+15,Economy,6950.0,1250.0,8200.0,Available,OTA,Valid
414,3,DEL-MAA,Air India,AI826,2026-09-29,2026-09-22,T+7,Economy,7290.0,1310.0,8600.0,Available,OTA,Valid
415,3,DEL-MAA,Air India,AI971,2026-09-29,2026-09-28,T+1,Economy,8260.0,1490.0,9750.0,Available,Airline Site,Valid
416,3,DEL-MAA,Akasa,AK224,2026-09-29,2026-08-15,T+45,Economy,3590.0,650.0,4240.0,Available,Airline Site,Valid
417,3,DEL-MAA,Akasa,AK605,2026-09-29,2026-08-30,T+30,Economy,4690.0,840.0,5530.0,Sold Out,OTA,Valid
418,3,DEL-MAA,Akasa,AK664,2026-09-29,2026-09-14,T+15,Economy,6060.0,1090.0,7150.0,Available,Airline Site,Valid
419,3,DEL-MAA,Akasa,AK507,2026-09-29,2026-09-22,T+7,Economy,6110.0,1100.0,7210.0,Available,OTA,Valid
420,3,DEL-MAA,Akasa,AK887,2026-09-29,2026-09-28,T+1,Economy,7320.0,1320.0,8640.0,Available,Airline Site,Valid
421,3,BOM-MAA,IndiGo,IN175,2026-09-29,2026-08-15,T+45,Economy,4910.0,880.0,5790.0,Available,OTA,Valid
422,3,BOM-MAA,IndiGo,IN948,2026-09-29,2026-08-30,T+30,Economy,6330.0,1140.0,7470.0,Available,Airline Site,Valid
423,3,BOM-MAA,IndiGo,IN232,2026-09-29,2026-09-14,T+15,Economy,8790.0,1580.0,10370.0,Available,Airline Site,Valid
424,3,BOM-MAA,IndiGo,IN630,2026-09-29,2026-09-22,T+7,Economy,9960.0,1790.0,11750.0,Available,Airline Site,Valid
425,3,BOM-MAA,IndiGo,IN826,2026-09-29,2026-09-28,T+1,Economy,9150.0,1650.0,10800.0,Available,OTA,Valid
426,3,BOM-MAA,Air India,AI750,2026-09-29,2026-08-15,T+45,Economy,5660.0,1020.0,6680.0,Available,OTA,Valid
427,3,BOM-MAA,Air India,AI410,2026-09-29,2026-08-30,T+30,Economy,7290.0,1310.0,8600.0,Available,Airline Site,Valid
428,3,BOM-MAA,Air India,AI272,2026-09-29,2026-09-14,T+15,Economy,9630.0,1730.0,11360.0,Available,Airline Site,Valid
429,3,BOM-MAA,Air India,AI739,2026-09-29,2026-09-22,T+7,Economy,9900.0,1780.0,11680.0,Available,OTA,Valid
430,3,BOM-MAA,Air India,AI677,2026-09-29,2026-09-28,T+1,Economy,12430.0,2240.0,14670.0,Sold Out,Airline Site,Valid
431,3,BOM-MAA,Akasa,AK889,2026-09-29,2026-08-15,T+45,Economy,4870.0,880.0,5750.0,Available,Airline Site,Valid
432,3,BOM-MAA,Akasa,AK526,2026-09-29,2026-08-30,T+30,Economy,6790.0,1220.0,8010.0,Available,Airline Site,Valid
433,3,BOM-MAA,Akasa,AK742,2026-09-29,2026-09-14,T+15,Economy,8270.0,1490.0,9760.0,Available,OTA,Valid
434,3,BOM-MAA,Akasa,AK924,2026-09-29,2026-09-22,T+7,Economy,9150.0,1650.0,10800.0,Available,OTA,Valid
435,3,BOM-MAA,Akasa,AK174,2026-09-29,2026-09-28,T+1,Economy,9390.0,1690.0,11080.0,Available,Airline Site,Valid
436,3,CCU-BLR,IndiGo,IN308,2026-09-29,2026-08-15,T+45,Economy,3290.0,590.0,3880.0,Available,Airline Site,Valid
437,3,CCU-BLR,IndiGo,IN835,2026-09-29,2026-08-30,T+30,Economy,4330.0,780.0,5110.0,Available,OTA,Valid
438,3,CCU-BLR,IndiGo,IN233,2026-09-29,2026-09-14,T+15,Economy,6110.0,1100.0,7210.0,Available,Airline Site,Valid
439,3,CCU-BLR,IndiGo,IN577,2026-09-29,2026-09-22,T+7,Economy,5950.0,1070.0,7020.0,Available,OTA,Valid
440,3,CCU-BLR,IndiGo,IN199,2026-09-29,2026-09-28,T+1,Economy,6260.0,1130.0,7390.0,Available,OTA,Valid
441,3,CCU-BLR,Air India,AI986,2026-09-29,2026-08-15,T+45,Economy,3560.0,640.0,4200.0,Available,OTA,Valid
442,3,CCU-BLR,Air India,AI838,2026-09-29,2026-08-30,T+30,Economy,5070.0,910.0,5980.0,Available,Airline Site,Valid
443,3,CCU-BLR,Air India,AI627,2026-09-29,2026-09-14,T+15,Economy,6060.0,1090.0,7150.0,Available,OTA,Valid
444,3,CCU-BLR,Air India,AI192,2026-09-29,2026-09-22,T+7,Economy,6720.0,1210.0,7930.0,Available,OTA,Valid
445,3,CCU-BLR,Air India,AI320,2026-09-29,2026-09-28,T+1,Economy,8040.0,1450.0,9490.0,Available,Airline Site,Valid
446,3,CCU-BLR,Akasa,AK963,2026-09-29,2026-08-15,T+45,Economy,3030.0,550.0,3580.0,Available,OTA,Valid
447,3,CCU-BLR,Akasa,AK108,2026-09-29,2026-08-30,T+30,Economy,3990.0,720.0,4710.0,Available,OTA,Valid
448,3,CCU-BLR,Akasa,AK370,2026-09-29,2026-09-14,T+15,Economy,4790.0,860.0,5650.0,Available,OTA,Valid
449,3,CCU-BLR,Akasa,AK510,2026-09-29,2026-09-22,T+7,Economy,5550.0,1000.0,6550.0,Available,Airline Site,Valid
450,3,CCU-BLR,Akasa,AK395,2026-09-29,2026-09-28,T+1,Economy,5940.0,1070.0,7010.0,Available,OTA,Valid
451,4,DEL-BOM,IndiGo,IN796,2026-10-06,2026-08-22,T+45,Economy,5590.0,1010.0,6600.0,Available,Airline Site,Valid
452,4,DEL-BOM,IndiGo,IN503,2026-10-06,2026-09-06,T+30,Economy,7990.0,1440.0,9430.0,Available,OTA,Valid
453,4,DEL-BOM,IndiGo,IN474,2026-10-06,2026-09-21,T+15,Economy,9610.0,1730.0,11340.0,Available,Airline Site,Valid
454,4,DEL-BOM,IndiGo,IN511,2026-10-06,2026-09-29,T+7,Economy,10790.0,1940.0,12730.0,Available,Airline Site,Valid
455,4,DEL-BOM,IndiGo,IN830,2026-10-06,2026-10-05,T+1,Economy,10070.0,1810.0,11880.0,Available,OTA,Valid
456,4,DEL-BOM,Air India,AI627,2026-10-06,2026-08-22,T+45,Economy,5860.0,1050.0,6910.0,Available,OTA,Valid
457,4,DEL-BOM,Air India,AI731,2026-10-06,2026-09-06,T+30,Economy,7590.0,1370.0,8960.0,Available,OTA,Valid
458,4,DEL-BOM,Air India,AI619,2026-10-06,2026-09-21,T+15,Economy,10150.0,1830.0,11980.0,Available,OTA,Valid
459,4,DEL-BOM,Air India,AI406,2026-10-06,2026-09-29,T+7,Economy,11580.0,2080.0,13660.0,Available,Airline Site,Valid
460,4,DEL-BOM,Air India,AI789,2026-10-06,2026-10-05,T+1,Economy,11510.0,2070.0,13580.0,Available,OTA,Valid
461,4,DEL-BOM,Akasa,AK842,2026-10-06,2026-08-22,T+45,Economy,5940.0,1070.0,7010.0,Available,Airline Site,Valid
462,4,DEL-BOM,Akasa,AK371,2026-10-06,2026-09-06,T+30,Economy,8110.0,1460.0,9570.0,Available,Airline Site,Valid
463,4,DEL-BOM,Akasa,AK697,2026-10-06,2026-09-21,T+15,Economy,10530.0,1900.0,12430.0,Available,OTA,Valid
464,4,DEL-BOM,Akasa,AK797,2026-10-06,2026-09-29,T+7,Economy,10320.0,1860.0,12180.0,Available,Airline Site,Valid
465,4,DEL-BOM,Akasa,AK551,2026-10-06,2026-10-05,T+1,Economy,11130.0,2000.0,13130.0,Available,Airline Site,Valid
466,4,DEL-BLR,IndiGo,IN613,2026-10-06,2026-08-22,T+45,Economy,3450.0,620.0,4070.0,Available,OTA,Valid
467,4,DEL-BLR,IndiGo,IN853,2026-10-06,2026-09-06,T+30,Economy,4870.0,880.0,5750.0,Available,Airline Site,Valid
468,4,DEL-BLR,IndiGo,IN674,2026-10-06,2026-09-21,T+15,Economy,5890.0,1060.0,6950.0,Available,OTA,Valid
469,4,DEL-BLR,IndiGo,IN421,2026-10-06,2026-09-29,T+7,Economy,6550.0,1180.0,7730.0,Available,OTA,Valid
470,4,DEL-BLR,IndiGo,IN450,2026-10-06,2026-10-05,T+1,Economy,7690.0,1380.0,9070.0,Available,OTA,Valid
471,4,DEL-BLR,Air India,AI352,2026-10-06,2026-08-22,T+45,Economy,3590.0,650.0,4240.0,Available,OTA,Valid
472,4,DEL-BLR,Air India,AI404,2026-10-06,2026-09-06,T+30,Economy,4680.0,840.0,5520.0,Available,Airline Site,Valid
473,4,DEL-BLR,Air India,AI600,2026-10-06,2026-09-21,T+15,Economy,6320.0,1140.0,7460.0,Available,OTA,Valid
474,4,DEL-BLR,Air India,AI914,2026-10-06,2026-09-29,T+7,Economy,6860.0,1230.0,8090.0,Available,OTA,Valid
475,4,DEL-BLR,Air India,AI792,2026-10-06,2026-10-05,T+1,Economy,6600.0,1190.0,7790.0,Available,OTA,Valid
476,4,DEL-BLR,Akasa,AK923,2026-10-06,2026-08-22,T+45,Economy,3730.0,670.0,4400.0,Available,Airline Site,Valid
477,4,DEL-BLR,Akasa,AK831,2026-10-06,2026-09-06,T+30,Economy,4900.0,880.0,5780.0,Available,OTA,Valid
478,4,DEL-BLR,Akasa,AK865,2026-10-06,2026-09-21,T+15,Economy,6530.0,1180.0,7710.0,Available,Airline Site,Valid
479,4,DEL-BLR,Akasa,AK377,2026-10-06,2026-09-29,T+7,Economy,7550.0,1360.0,8910.0,Available,OTA,Valid
480,4,DEL-BLR,Akasa,AK730,2026-10-06,2026-10-05,T+1,Economy,6900.0,1240.0,8140.0,Available,Airline Site,Valid
481,4,BOM-BLR,IndiGo,IN643,2026-10-06,2026-08-22,T+45,Economy,2970.0,530.0,3500.0,Available,Airline Site,Valid
482,4,BOM-BLR,IndiGo,IN523,2026-10-06,2026-09-06,T+30,Economy,3790.0,680.0,4470.0,Available,OTA,Valid
483,4,BOM-BLR,IndiGo,IN889,2026-10-06,2026-09-21,T+15,Economy,4650.0,840.0,5490.0,Available,Airline Site,Valid
484,4,BOM-BLR,IndiGo,IN999,2026-10-06,2026-09-29,T+7,Economy,5490.0,990.0,6480.0,Available,Airline Site,Valid
485,4,BOM-BLR,IndiGo,IN394,2026-10-06,2026-10-05,T+1,Economy,6390.0,1150.0,7540.0,Available,Airline Site,Valid
486,4,BOM-BLR,Air India,AI687,2026-10-06,2026-08-22,T+45,Economy,3380.0,610.0,3990.0,Available,Airline Site,Valid
487,4,BOM-BLR,Air India,AI279,2026-10-06,2026-09-06,T+30,Economy,4790.0,860.0,5650.0,Available,Airline Site,Valid
488,4,BOM-BLR,Air India,AI137,2026-10-06,2026-09-21,T+15,Economy,6230.0,1120.0,7350.0,Available,OTA,Valid
489,4,BOM-BLR,Air India,AI290,2026-10-06,2026-09-29,T+7,Economy,6780.0,1220.0,8000.0,Available,OTA,Valid
490,4,BOM-BLR,Air India,AI109,2026-10-06,2026-10-05,T+1,Economy,7470.0,1340.0,8810.0,Available,Airline Site,Valid
491,4,BOM-BLR,Akasa,AK565,2026-10-06,2026-08-22,T+45,Economy,3390.0,610.0,4000.0,Available,OTA,Valid
492,4,BOM-BLR,Akasa,AK237,2026-10-06,2026-09-06,T+30,Economy,4800.0,860.0,5660.0,Available,OTA,Valid
493,4,BOM-BLR,Akasa,AK928,2026-10-06,2026-09-21,T+15,Economy,5510.0,990.0,6500.0,Available,Airline Site,Valid
494,4,BOM-BLR,Akasa,AK763,2026-10-06,2026-09-29,T+7,Economy,6730.0,1210.0,7940.0,Available,Airline Site,Valid
495,4,BOM-BLR,Akasa,AK445,2026-10-06,2026-10-05,T+1,Economy,6070.0,1090.0,7160.0,Available,Airline Site,Valid
496,4,DEL-CCU,IndiGo,IN515,2026-10-06,2026-08-22,T+45,Economy,3960.0,710.0,4670.0,Available,OTA,Valid
497,4,DEL-CCU,IndiGo,IN785,2026-10-06,2026-09-06,T+30,Economy,5080.0,910.0,5990.0,Available,Airline Site,Valid
498,4,DEL-CCU,IndiGo,IN354,2026-10-06,2026-09-21,T+15,Economy,6710.0,1210.0,7920.0,Sold Out,OTA,Valid
499,4,DEL-CCU,IndiGo,IN871,2026-10-06,2026-09-29,T+7,Economy,7030.0,1270.0,8300.0,Available,OTA,Valid
500,4,DEL-CCU,IndiGo,IN840,2026-10-06,2026-10-05,T+1,Economy,7650.0,1380.0,9030.0,Available,OTA,Valid
501,4,DEL-CCU,Air India,AI163,2026-10-06,2026-08-22,T+45,Economy,4360.0,780.0,5140.0,Available,OTA,Valid
502,4,DEL-CCU,Air India,AI515,2026-10-06,2026-09-06,T+30,Economy,5740.0,1030.0,6770.0,Available,OTA,Valid
503,4,DEL-CCU,Air India,AI754,2026-10-06,2026-09-21,T+15,Economy,7690.0,1380.0,9070.0,Available,OTA,Valid
504,4,DEL-CCU,Air India,AI326,2026-10-06,2026-09-29,T+7,Economy,7980.0,1440.0,9420.0,Available,Airline Site,Valid
505,4,DEL-CCU,Air India,AI565,2026-10-06,2026-10-05,T+1,Economy,8790.0,1580.0,10370.0,Available,OTA,Valid
506,4,DEL-CCU,Akasa,AK582,2026-10-06,2026-08-22,T+45,Economy,4160.0,750.0,4910.0,Available,Airline Site,Valid
507,4,DEL-CCU,Akasa,AK796,2026-10-06,2026-09-06,T+30,Economy,5800.0,1040.0,6840.0,Available,Airline Site,Valid
508,4,DEL-CCU,Akasa,AK640,2026-10-06,2026-09-21,T+15,Economy,7110.0,1280.0,8390.0,Available,Airline Site,Valid
509,4,DEL-CCU,Akasa,AK214,2026-10-06,2026-09-29,T+7,Economy,8590.0,1550.0,10140.0,Available,Airline Site,Valid
510,4,DEL-CCU,Akasa,AK253,2026-10-06,2026-10-05,T+1,Economy,8580.0,1540.0,10120.0,Available,OTA,Valid
511,4,DEL-HYD,IndiGo,IN697,2026-10-06,2026-08-22,T+45,Economy,3790.0,680.0,4470.0,Available,OTA,Valid
512,4,DEL-HYD,IndiGo,IN564,2026-10-06,2026-09-06,T+30,Economy,5310.0,960.0,6270.0,Available,OTA,Valid
513,4,DEL-HYD,IndiGo,IN159,2026-10-06,2026-09-21,T+15,Economy,6390.0,1150.0,7540.0,Available,OTA,Valid
514,4,DEL-HYD,IndiGo,IN505,2026-10-06,2026-09-29,T+7,Economy,7510.0,1350.0,8860.0,Available,Airline Site,Valid
515,4,DEL-HYD,IndiGo,IN692,2026-10-06,2026-10-05,T+1,Economy,8140.0,1470.0,9610.0,Available,OTA,Valid
516,4,DEL-HYD,Air India,AI161,2026-10-06,2026-08-22,T+45,Economy,3970.0,710.0,4680.0,Available,Airline Site,Valid
517,4,DEL-HYD,Air India,AI583,2026-10-06,2026-09-06,T+30,Economy,5690.0,1020.0,6710.0,Sold Out,OTA,Valid
518,4,DEL-HYD,Air India,AI238,2026-10-06,2026-09-21,T+15,Economy,6330.0,1140.0,7470.0,Available,OTA,Valid
519,4,DEL-HYD,Air India,AI491,2026-10-06,2026-09-29,T+7,Economy,7290.0,1310.0,8600.0,Available,OTA,Valid
520,4,DEL-HYD,Air India,AI799,2026-10-06,2026-10-05,T+1,Economy,7810.0,1410.0,9220.0,Available,Airline Site,Valid
521,4,DEL-HYD,Akasa,AK282,2026-10-06,2026-08-22,T+45,Economy,4220.0,760.0,4980.0,Available,OTA,Valid
522,4,DEL-HYD,Akasa,AK845,2026-10-06,2026-09-06,T+30,Economy,5720.0,1030.0,6750.0,Available,Airline Site,Valid
523,4,DEL-HYD,Akasa,AK405,2026-10-06,2026-09-21,T+15,Economy,7540.0,1360.0,8900.0,Available,OTA,Valid
524,4,DEL-HYD,Akasa,AK943,2026-10-06,2026-09-29,T+7,Economy,8020.0,1440.0,9460.0,Available,OTA,Valid
525,4,DEL-HYD,Akasa,AK382,2026-10-06,2026-10-05,T+1,Economy,8240.0,1480.0,9720.0,Available,Airline Site,Valid
526,4,BOM-HYD,IndiGo,IN729,2026-10-06,2026-08-22,T+45,Economy,3640.0,660.0,4300.0,Available,Airline Site,Valid
527,4,BOM-HYD,IndiGo,IN168,2026-10-06,2026-09-06,T+30,Economy,4750.0,860.0,5610.0,Available,Airline Site,Valid
528,4,BOM-HYD,IndiGo,IN788,2026-10-06,2026-09-21,T+15,Economy,6120.0,1100.0,7220.0,Available,Airline Site,Valid
529,4,BOM-HYD,IndiGo,IN145,2026-10-06,2026-09-29,T+7,Economy,6470.0,1160.0,7630.0,Available,Airline Site,Valid
530,4,BOM-HYD,IndiGo,IN872,2026-10-06,2026-10-05,T+1,Economy,7440.0,1340.0,8780.0,Available,Airline Site,Valid
531,4,BOM-HYD,Air India,AI339,2026-10-06,2026-08-22,T+45,Economy,3720.0,670.0,4390.0,Available,OTA,Valid
532,4,BOM-HYD,Air India,AI891,2026-10-06,2026-09-06,T+30,Economy,5070.0,910.0,5980.0,Available,OTA,Valid
533,4,BOM-HYD,Air India,AI997,2026-10-06,2026-09-21,T+15,Economy,6000.0,1080.0,7080.0,Available,Airline Site,Valid
534,4,BOM-HYD,Air India,AI381,2026-10-06,2026-09-29,T+7,Economy,6880.0,1240.0,8120.0,Available,Airline Site,Valid
535,4,BOM-HYD,Air India,AI537,2026-10-06,2026-10-05,T+1,Economy,7770.0,1400.0,9170.0,Available,Airline Site,Valid
536,4,BOM-HYD,Akasa,AK787,2026-10-06,2026-08-22,T+45,Economy,4370.0,790.0,5160.0,Available,OTA,Valid
537,4,BOM-HYD,Akasa,AK518,2026-10-06,2026-09-06,T+30,Economy,6050.0,1090.0,7140.0,Available,OTA,Valid
538,4,BOM-HYD,Akasa,AK650,2026-10-06,2026-09-21,T+15,Economy,6970.0,1250.0,8220.0,Available,Airline Site,Valid
539,4,BOM-HYD,Akasa,AK824,2026-10-06,2026-09-29,T+7,Economy,7880.0,1420.0,9300.0,Available,OTA,Valid
540,4,BOM-HYD,Akasa,AK675,2026-10-06,2026-10-05,T+1,Economy,9750.0,1760.0,11510.0,Available,OTA,Valid
541,4,BLR-HYD,IndiGo,IN348,2026-10-06,2026-08-22,T+45,Economy,3670.0,660.0,4330.0,Available,OTA,Valid
542,4,BLR-HYD,IndiGo,IN560,2026-10-06,2026-09-06,T+30,Economy,5050.0,910.0,5960.0,Available,Airline Site,Valid
543,4,BLR-HYD,IndiGo,IN949,2026-10-06,2026-09-21,T+15,Economy,6290.0,1130.0,7420.0,Available,OTA,Valid
544,4,BLR-HYD,IndiGo,IN719,2026-10-06,2026-09-29,T+7,Economy,6740.0,1210.0,7950.0,Available,Airline Site,Valid
545,4,BLR-HYD,IndiGo,IN879,2026-10-06,2026-10-05,T+1,Economy,6890.0,1240.0,8130.0,Available,Airline Site,Valid
546,4,BLR-HYD,Air India,AI440,2026-10-06,2026-08-22,T+45,Economy,3620.0,650.0,4270.0,Available,Airline Site,Valid
547,4,BLR-HYD,Air India,AI294,2026-10-06,2026-09-06,T+30,Economy,4710.0,850.0,5560.0,Available,Airline Site,Valid
548,4,BLR-HYD,Air India,AI872,2026-10-06,2026-09-21,T+15,Economy,6450.0,1160.0,7610.0,Available,Airline Site,Valid
549,4,BLR-HYD,Air India,AI820,2026-10-06,2026-09-29,T+7,Economy,7130.0,1280.0,8410.0,Available,Airline Site,Valid
550,4,BLR-HYD,Air India,AI894,2026-10-06,2026-10-05,T+1,Economy,7430.0,1340.0,8770.0,Available,OTA,Valid
551,4,BLR-HYD,Akasa,AK367,2026-10-06,2026-08-22,T+45,Economy,3660.0,660.0,4320.0,Available,OTA,Valid
552,4,BLR-HYD,Akasa,AK922,2026-10-06,2026-09-06,T+30,Economy,4920.0,890.0,5810.0,Available,OTA,Valid
553,4,BLR-HYD,Akasa,AK427,2026-10-06,2026-09-21,T+15,Economy,6540.0,1180.0,7720.0,Available,OTA,Valid
554,4,BLR-HYD,Akasa,AK146,2026-10-06,2026-09-29,T+7,Economy,6610.0,1190.0,7800.0,Available,Airline Site,Valid
555,4,BLR-HYD,Akasa,AK116,2026-10-06,2026-10-05,T+1,Economy,7840.0,1410.0,9250.0,Available,OTA,Valid
556,4,DEL-MAA,IndiGo,IN335,2026-10-06,2026-08-22,T+45,Economy,3330.0,600.0,3930.0,Available,Airline Site,Valid
557,4,DEL-MAA,IndiGo,IN770,2026-10-06,2026-09-06,T+30,Economy,4500.0,810.0,5310.0,Available,OTA,Valid
558,4,DEL-MAA,IndiGo,IN941,2026-10-06,2026-09-21,T+15,Economy,5390.0,970.0,6360.0,Available,OTA,Valid
559,4,DEL-MAA,IndiGo,IN850,2026-10-06,2026-09-29,T+7,Economy,6230.0,1120.0,7350.0,Available,Airline Site,Valid
560,4,DEL-MAA,IndiGo,IN659,2026-10-06,2026-10-05,T+1,Economy,6160.0,1110.0,7270.0,Available,Airline Site,Valid
561,4,DEL-MAA,Air India,AI176,2026-10-06,2026-08-22,T+45,Economy,3490.0,630.0,4120.0,Available,Airline Site,Valid
562,4,DEL-MAA,Air India,AI522,2026-10-06,2026-09-06,T+30,Economy,4860.0,870.0,5730.0,Available,Airline Site,Valid
563,4,DEL-MAA,Air India,AI254,2026-10-06,2026-09-21,T+15,Economy,5420.0,980.0,6400.0,Sold Out,OTA,Valid
564,4,DEL-MAA,Air India,AI732,2026-10-06,2026-09-29,T+7,Economy,6390.0,1150.0,7540.0,Available,OTA,Valid
565,4,DEL-MAA,Air India,AI116,2026-10-06,2026-10-05,T+1,Economy,7340.0,1320.0,8660.0,Sold Out,OTA,Valid
566,4,DEL-MAA,Akasa,AK381,2026-10-06,2026-08-22,T+45,Economy,3140.0,570.0,3710.0,Available,OTA,Valid
567,4,DEL-MAA,Akasa,AK932,2026-10-06,2026-09-06,T+30,Economy,3980.0,720.0,4700.0,Available,OTA,Valid
568,4,DEL-MAA,Akasa,AK283,2026-10-06,2026-09-21,T+15,Economy,5650.0,1020.0,6670.0,Available,Airline Site,Valid
569,4,DEL-MAA,Akasa,AK346,2026-10-06,2026-09-29,T+7,Economy,5950.0,1070.0,7020.0,Available,OTA,Valid
570,4,DEL-MAA,Akasa,AK373,2026-10-06,2026-10-05,T+1,Economy,6840.0,1230.0,8070.0,Available,Airline Site,Valid
571,4,BOM-MAA,IndiGo,IN678,2026-10-06,2026-08-22,T+45,Economy,5290.0,950.0,6240.0,Available,Airline Site,Valid
572,4,BOM-MAA,IndiGo,IN947,2026-10-06,2026-09-06,T+30,Economy,6970.0,1250.0,8220.0,Available,Airline Site,Valid
573,4,BOM-MAA,IndiGo,IN488,2026-10-06,2026-09-21,T+15,Economy,8280.0,1490.0,9770.0,Available,OTA,Valid
574,4,BOM-MAA,IndiGo,IN109,2026-10-06,2026-09-29,T+7,Economy,8990.0,1620.0,10610.0,Available,Airline Site,Valid
575,4,BOM-MAA,IndiGo,IN544,2026-10-06,2026-10-05,T+1,Economy,10720.0,1930.0,12650.0,Available,OTA,Valid
576,4,BOM-MAA,Air India,AI197,2026-10-06,2026-08-22,T+45,Economy,5490.0,990.0,6480.0,Available,Airline Site,Valid
577,4,BOM-MAA,Air India,AI988,2026-10-06,2026-09-06,T+30,Economy,7170.0,1290.0,8460.0,Available,OTA,Valid
578,4,BOM-MAA,Air India,AI176,2026-10-06,2026-09-21,T+15,Economy,8920.0,1610.0,10530.0,Available,OTA,Valid
579,4,BOM-MAA,Air India,AI677,2026-10-06,2026-09-29,T+7,Economy,11290.0,2030.0,13320.0,Available,Airline Site,Valid
580,4,BOM-MAA,Air India,AI422,2026-10-06,2026-10-05,T+1,Economy,12290.0,2210.0,14500.0,Sold Out,Airline Site,Valid
581,4,BOM-MAA,Akasa,AK829,2026-10-06,2026-08-22,T+45,Economy,5520.0,990.0,6510.0,Available,Airline Site,Valid
582,4,BOM-MAA,Akasa,AK677,2026-10-06,2026-09-06,T+30,Economy,7260.0,1310.0,8570.0,Available,OTA,Valid
583,4,BOM-MAA,Akasa,AK653,2026-10-06,2026-09-21,T+15,Economy,9710.0,1750.0,11460.0,Available,Airline Site,Valid
584,4,BOM-MAA,Akasa,AK805,2026-10-06,2026-09-29,T+7,Economy,11090.0,2000.0,13090.0,Available,OTA,Valid
585,4,BOM-MAA,Akasa,AK547,2026-10-06,2026-10-05,T+1,Economy,9980.0,1800.0,11780.0,Available,Airline Site,Valid
586,4,CCU-BLR,IndiGo,IN709,2026-10-06,2026-08-22,T+45,Economy,3300.0,590.0,3890.0,Available,OTA,Valid
587,4,CCU-BLR,IndiGo,IN379,2026-10-06,2026-09-06,T+30,Economy,4190.0,750.0,4940.0,Available,OTA,Valid
588,4,CCU-BLR,IndiGo,IN464,2026-10-06,2026-09-21,T+15,Economy,5590.0,1010.0,6600.0,Available,OTA,Valid
589,4,CCU-BLR,IndiGo,IN796,2026-10-06,2026-09-29,T+7,Economy,6120.0,1100.0,7220.0,Available,OTA,Valid
590,4,CCU-BLR,IndiGo,IN733,2026-10-06,2026-10-05,T+1,Economy,6010.0,1080.0,7090.0,Available,Airline Site,Valid
591,4,CCU-BLR,Air India,AI257,2026-10-06,2026-08-22,T+45,Economy,3540.0,640.0,4180.0,Available,Airline Site,Valid
592,4,CCU-BLR,Air India,AI424,2026-10-06,2026-09-06,T+30,Economy,4930.0,890.0,5820.0,Available,Airline Site,Valid
593,4,CCU-BLR,Air India,AI415,2026-10-06,2026-09-21,T+15,Economy,5440.0,980.0,6420.0,Available,OTA,Valid
594,4,CCU-BLR,Air India,AI189,2026-10-06,2026-09-29,T+7,Economy,6090.0,1100.0,7190.0,Available,OTA,Valid
595,4,CCU-BLR,Air India,AI624,2026-10-06,2026-10-05,T+1,Economy,7280.0,1310.0,8590.0,Available,Airline Site,Valid
596,4,CCU-BLR,Akasa,AK711,2026-10-06,2026-08-22,T+45,Economy,3130.0,560.0,3690.0,Available,OTA,Valid
