record_id,collection_round,route,airline,flight,departure_date,collection_time,booking_horizon,cabin,base_fare,fuel_surcharge,udf,convenience_fee,gst,total_fare,availability,source,quality_status,exclusion_reason
2990,20,CCU-BLR,IndiGo,IN708,2026-09-03,2026-09-02,T+1,Economy,4940.0,390,195,325,650,6500.0,Available,Airline Site,Valid,
2991,20,CCU-BLR,Air India,AI913,2026-09-03,2026-07-20,T+45,Economy,2728.0,215,108,180,359,3590.0,Available,OTA,Valid,
2992,20,CCU-BLR,Air India,AI851,2026-09-03,2026-08-04,T+30,Economy,3488.0,275,138,230,459,4590.0,Available,Airline Site,Valid,
2993,20,CCU-BLR,Air India,AI891,2026-09-03,2026-08-19,T+15,Economy,4278.0,338,169,282,563,5630.0,Available,Airline Site,Valid,
2994,20,CCU-BLR,Air India,AI811,2026-09-03,2026-08-27,T+7,Economy,5419.0,428,214,356,713,7130.0,Available,Airline Site,Valid,
2995,20,CCU-BLR,Air India,AI977,2026-09-03,2026-09-02,T+1,Economy,5199.0,410,205,342,684,6840.0,Available,OTA,Valid,
2996,20,CCU-BLR,Akasa,AK936,2026-09-03,2026-07-20,T+45,Economy,2470.0,195,98,162,325,3250.0,Available,Airline Site,Valid,
2997,20,CCU-BLR,Akasa,AK229,2026-09-03,2026-08-04,T+30,Economy,3253.0,257,128,214,428,4280.0,Available,Airline Site,Valid,
2998,20,CCU-BLR,Akasa,AK175,2026-09-03,2026-08-19,T+15,Economy,4180.0,330,165,275,550,5500.0,Available,Airline Site,Valid,
2999,20,CCU-BLR,Akasa,AK365,2026-09-03,2026-08-27,T+7,Economy,4446.0,351,176,292,585,5850.0,Available,Airline Site,Valid,
3000,20,CCU-BLR,Akasa,AK602,2026-09-03,2026-09-02,T+1,Economy,5183.0,409,205,341,682,6820.0,Available,Airline Site,Valid,
3001,21,DEL-BOM,IndiGo,IN251,2026-09-04,2026-07-21,T+45,Economy,4529.0,358,179,298,596,5960.0,Available,Airline Site,Valid,
3002,21,DEL-BOM,IndiGo,IN182,2026-09-04,2026-08-05,T+30,Economy,6263.0,494,247,412,824,8240.0,Available,OTA,Valid,
3003,21,DEL-BOM,IndiGo,IN967,2026-09-04,2026-08-20,T+15,Economy,7919.0,625,313,521,1042,10420.0,Available,Airline Site,Valid,
3004,21,DEL-BOM,IndiGo,IN893,2026-09-04,2026-08-28,T+7,Economy,9439.0,745,373,621,1242,12420.0,Available,Airline Site,Valid,
3005,21,DEL-BOM,IndiGo,IN185,2026-09-04,2026-09-03,T+1,Economy,10374.0,819,410,682,1365,13650.0,Available,Airline Site,Valid,
3006,21,DEL-BOM,Air India,AI200,2026-09-04,2026-07-21,T+45,Economy,4142.0,327,164,272,545,5450.0,Available,OTA,Valid,
3007,21,DEL-BOM,Air India,AI719,2026-09-04,2026-08-05,T+30,Economy,5190.0,410,205,342,683,6830.0,Sold Out,Airline Site,Flagged,Sold out at collection time
3008,21,DEL-BOM,Air India,AI788,2026-09-04,2026-08-20,T+15,Economy,7433.0,587,293,489,978,9780.0,Available,OTA,Valid,
3009,21,DEL-BOM,Air India,AI187,2026-09-04,2026-08-28,T+7,Economy,7926.0,626,313,522,1043,10430.0,Available,Airline Site,Valid,
3010,21,DEL-BOM,Air India,AI588,2026-09-04,2026-09-03,T+1,Economy,8413.0,664,332,554,1107,11070.0,Available,Airline Site,Valid,
3011,21,DEL-BOM,Akasa,AK736,2026-09-04,2026-07-21,T+45,Economy,4043.0,319,160,266,532,5320.0,Available,OTA,Valid,
3012,21,DEL-BOM,Akasa,AK545,2026-09-04,2026-08-05,T+30,Economy,5289.0,418,209,348,696,6960.0,Available,Airline Site,Valid,
3013,21,DEL-BOM,Akasa,AK367,2026-09-04,2026-08-20,T+15,Economy,6878.0,543,272,452,905,9050.0,Available,OTA,Valid,
3014,21,DEL-BOM,Akasa,AK470,2026-09-04,2026-08-28,T+7,Economy,7387.0,583,292,486,972,9720.0,Available,OTA,Valid,
3015,21,DEL-BOM,Akasa,AK676,2026-09-04,2026-09-03,T+1,Economy,8307.0,656,328,546,1093,10930.0,Available,OTA,Valid,
3016,21,DEL-BLR,IndiGo,IN777,2026-09-04,2026-07-21,T+45,Economy,2242.0,177,88,148,295,2950.0,Sold Out,OTA,Flagged,Sold out at collection time
3017,21,DEL-BLR,IndiGo,IN484,2026-09-04,2026-08-05,T+30,Economy,3237.0,256,128,213,426,4260.0,Available,Airline Site,Valid,
3018,21,DEL-BLR,IndiGo,IN312,2026-09-04,2026-08-20,T+15,Economy,3845.0,304,152,253,506,5060.0,Available,OTA,Valid,
3019,21,DEL-BLR,IndiGo,IN117,2026-09-04,2026-08-28,T+7,Economy,4469.0,353,176,294,588,5880.0,Available,Airline Site,Valid,
3020,21,DEL-BLR,IndiGo,IN921,2026-09-04,2026-09-03,T+1,Economy,4073.0,322,161,268,536,5360.0,Sold Out,Airline Site,Flagged,Sold out at collection time
3021,21,DEL-BLR,Air India,AI669,2026-09-04,2026-07-21,T+45,Economy,2553.0,202,101,168,336,3360.0,Available,Airline Site,Valid,
3022,21,DEL-BLR,Air India,AI977,2026-09-04,2026-08-05,T+30,Economy,3382.0,267,134,222,445,4450.0,Available,OTA,Valid,
3023,21,DEL-BLR,Air India,AI628,2026-09-04,2026-08-20,T+15,Economy,4439.0,350,175,292,584,5840.0,Available,Airline Site,Valid,
3024,21,DEL-BLR,Air India,AI374,2026-09-04,2026-08-28,T+7,Economy,4704.0,371,186,310,619,6190.0,Available,Airline Site,Valid,
3025,21,DEL-BLR,Air India,AI794,2026-09-04,2026-09-03,T+1,Economy,4681.0,370,185,308,616,6160.0,Available,Airline Site,Valid,
3026,21,DEL-BLR,Akasa,AK414,2026-09-04,2026-07-21,T+45,Economy,2410.0,190,95,158,317,3170.0,Available,Airline Site,Valid,
3027,21,DEL-BLR,Akasa,AK874,2026-09-04,2026-08-05,T+30,Economy,3101.0,245,122,204,408,4080.0,Available,OTA,Valid,
3028,21,DEL-BLR,Akasa,AK541,2026-09-04,2026-08-20,T+15,Economy,4317.0,341,170,284,568,5680.0,Available,OTA,Valid,
3029,21,DEL-BLR,Akasa,AK573,2026-09-04,2026-08-28,T+7,Economy,4895.0,386,193,322,644,6440.0,Available,OTA,Valid,
3030,21,DEL-BLR,Akasa,AK499,2026-09-04,2026-09-03,T+1,Economy,4727.0,373,187,311,622,6220.0,Available,OTA,Valid,
3031,21,BOM-BLR,IndiGo,IN334,2026-09-04,2026-07-21,T+45,Economy,2295.0,181,91,151,302,3020.0,Available,OTA,Valid,
3032,21,BOM-BLR,IndiGo,IN400,2026-09-04,2026-08-05,T+30,Economy,3093.0,244,122,204,407,4070.0,Available,Airline Site,Valid,
3033,21,BOM-BLR,IndiGo,IN415,2026-09-04,2026-08-20,T+15,Economy,4051.0,320,160,266,533,5330.0,Available,OTA,Valid,
3034,21,BOM-BLR,IndiGo,IN934,2026-09-04,2026-08-28,T+7,Economy,4720.0,373,186,310,621,6210.0,Available,Airline Site,Valid,
3035,21,BOM-BLR,IndiGo,IN477,2026-09-04,2026-09-03,T+1,Economy,5061.0,400,200,333,666,6660.0,Available,Airline Site,Valid,
3036,21,BOM-BLR,Air India,AI237,2026-09-04,2026-07-21,T+45,Economy,2325.0,184,92,153,306,3060.0,Available,Airline Site,Valid,
3037,21,BOM-BLR,Air India,AI396,2026-09-04,2026-08-05,T+30,Economy,3131.0,247,124,206,412,4120.0,Available,Airline Site,Valid,
3038,21,BOM-BLR,Air India,AI309,2026-09-04,2026-08-20,T+15,Economy,4225.0,334,167,278,556,5560.0,Available,Airline Site,Valid,
3039,21,BOM-BLR,Air India,AI298,2026-09-04,2026-08-28,T+7,Economy,4879.0,385,193,321,642,6420.0,Available,OTA,Valid,
3040,21,BOM-BLR,Air India,AI225,2026-09-04,2026-09-03,T+1,Economy,4856.0,383,192,320,639,6390.0,Available,Airline Site,Valid,
3041,21,BOM-BLR,Akasa,AK828,2026-09-04,2026-07-21,T+45,Economy,2227.0,176,88,146,293,2930.0,Available,OTA,Valid,
3042,21,BOM-BLR,Akasa,AK657,2026-09-04,2026-08-05,T+30,Economy,3223.0,254,127,212,424,4240.0,Sold Out,Airline Site,Flagged,Sold out at collection time
3043,21,BOM-BLR,Akasa,AK795,2026-09-04,2026-08-20,T+15,Economy,3595.0,284,142,236,473,4730.0,Available,Airline Site,Valid,
3044,21,BOM-BLR,Akasa,AK331,2026-09-04,2026-08-28,T+7,Economy,3990.0,315,158,262,525,5250.0,Sold Out,OTA,Flagged,Sold out at collection time
3045,21,BOM-BLR,Akasa,AK185,2026-09-04,2026-09-03,T+1,Economy,5092.0,402,201,335,670,6700.0,Available,OTA,Valid,
3046,21,DEL-CCU,IndiGo,IN612,2026-09-04,2026-07-21,T+45,Economy,2888.0,228,114,190,380,3800.0,Available,Airline Site,Valid,
3047,21,DEL-CCU,IndiGo,IN940,2026-09-04,2026-08-05,T+30,Economy,3603.0,284,142,237,474,4740.0,Sold Out,Airline Site,Flagged,Sold out at collection time
3048,21,DEL-CCU,IndiGo,IN524,2026-09-04,2026-08-20,T+15,Economy,4947.0,391,195,326,651,6510.0,Available,Airline Site,Valid,
3049,21,DEL-CCU,IndiGo,IN113,2026-09-04,2026-08-28,T+7,Economy,5875.0,464,232,386,773,7730.0,Available,OTA,Valid,
3050,21,DEL-CCU,IndiGo,IN609,2026-09-04,2026-09-03,T+1,Economy,5669.0,448,224,373,746,7460.0,Available,OTA,Valid,
3051,21,DEL-CCU,Air India,AI525,2026-09-04,2026-07-21,T+45,Economy,3268.0,258,129,215,430,4300.0,Available,Airline Site,Valid,
3052,21,DEL-CCU,Air India,AI454,2026-09-04,2026-08-05,T+30,Economy,4271.0,337,169,281,562,5620.0,Available,Airline Site,Valid,
3053,21,DEL-CCU,Air India,AI927,2026-09-04,2026-08-20,T+15,Economy,4994.0,394,197,328,657,6570.0,Available,OTA,Valid,
3054,21,DEL-CCU,Air India,AI336,2026-09-04,2026-08-28,T+7,Economy,5411.0,427,214,356,712,7120.0,Available,OTA,Valid,
3055,21,DEL-CCU,Air India,AI242,2026-09-04,2026-09-03,T+1,Economy,6035.0,476,238,397,794,7940.0,Available,OTA,Valid,
3056,21,DEL-CCU,Akasa,AK320,2026-09-04,2026-07-21,T+45,Economy,2758.0,218,109,182,363,3630.0,Available,Airline Site,Valid,
3057,21,DEL-CCU,Akasa,AK443,2026-09-04,2026-08-05,T+30,Economy,3587.0,283,142,236,472,4720.0,Available,Airline Site,Valid,
3058,21,DEL-CCU,Akasa,AK812,2026-09-04,2026-08-20,T+15,Economy,4515.0,356,178,297,594,5940.0,Available,OTA,Valid,
3059,21,DEL-CCU,Akasa,AK865,2026-09-04,2026-08-28,T+7,Economy,4879.0,385,193,321,642,6420.0,Sold Out,OTA,Flagged,Sold out at collection time
3060,21,DEL-CCU,Akasa,AK445,2026-09-04,2026-09-03,T+1,Economy,5981.0,472,236,394,787,7870.0,Available,OTA,Valid,
3061,21,DEL-HYD,IndiGo,IN198,2026-09-04,2026-07-21,T+45,Economy,3389.0,268,134,223,446,4460.0,Available,Airline Site,Valid,
3062,21,DEL-HYD,IndiGo,IN143,2026-09-04,2026-08-05,T+30,Economy,4621.0,365,182,304,608,6080.0,Available,Airline Site,Valid,
3063,21,DEL-HYD,IndiGo,IN499,2026-09-04,2026-08-20,T+15,Economy,5669.0,448,224,373,746,7460.0,Available,Airline Site,Valid,
3064,21,DEL-HYD,IndiGo,IN495,2026-09-04,2026-08-28,T+7,Economy,6947.0,548,274,457,914,9140.0,Available,OTA,Valid,
3065,21,DEL-HYD,IndiGo,IN317,2026-09-04,2026-09-03,T+1,Economy,6308.0,498,249,415,830,8300.0,Available,Airline Site,Valid,
3066,21,DEL-HYD,Air India,AI153,2026-09-04,2026-07-21,T+45,Economy,3230.0,255,128,212,425,4250.0,Available,Airline Site,Valid,
3067,21,DEL-HYD,Air India,AI741,2026-09-04,2026-08-05,T+30,Economy,4264.0,337,168,280,561,5610.0,Available,OTA,Valid,
3068,21,DEL-HYD,Air India,AI246,2026-09-04,2026-08-20,T+15,Economy,5883.0,464,232,387,774,7740.0,Available,OTA,Valid,
3069,21,DEL-HYD,Air India,AI218,2026-09-04,2026-08-28,T+7,Economy,6027.0,476,238,396,793,7930.0,Available,Airline Site,Valid,
3070,21,DEL-HYD,Air India,AI898,2026-09-04,2026-09-03,T+1,Economy,7288.0,575,288,480,959,9590.0,Available,OTA,Valid,
3071,21,DEL-HYD,Akasa,AK854,2026-09-04,2026-07-21,T+45,Economy,3009.0,238,119,198,396,3960.0,Available,Airline Site,Valid,
3072,21,DEL-HYD,Akasa,AK760,2026-09-04,2026-08-05,T+30,Economy,3853.0,304,152,254,507,5070.0,Available,Airline Site,Valid,
3073,21,DEL-HYD,Akasa,AK562,2026-09-04,2026-08-20,T+15,Economy,4605.0,364,182,303,606,6060.0,Available,Airline Site,Valid,
3074,21,DEL-HYD,Akasa,AK477,2026-09-04,2026-08-28,T+7,Economy,5525.0,436,218,364,727,7270.0,Available,Airline Site,Valid,
3075,21,DEL-HYD,Akasa,AK286,2026-09-04,2026-09-03,T+1,Economy,6308.0,498,249,415,830,8300.0,Available,OTA,Valid,
3076,21,BOM-HYD,IndiGo,IN823,2026-09-04,2026-07-21,T+45,Economy,3116.0,246,123,205,410,4100.0,Available,OTA,Valid,
3077,21,BOM-HYD,IndiGo,IN484,2026-09-04,2026-08-05,T+30,Economy,4301.0,340,170,283,566,5660.0,Available,OTA,Valid,
3078,21,BOM-HYD,IndiGo,IN877,2026-09-04,2026-08-20,T+15,Economy,5602.0,442,221,368,737,7370.0,Available,OTA,Valid,
3079,21,BOM-HYD,IndiGo,IN248,2026-09-04,2026-08-28,T+7,Economy,5267.0,416,208,346,693,6930.0,Available,OTA,Valid,
3080,21,BOM-HYD,IndiGo,IN682,2026-09-04,2026-09-03,T+1,Economy,6392.0,505,252,420,841,8410.0,Available,OTA,Valid,
3081,21,BOM-HYD,Air India,AI417,2026-09-04,2026-07-21,T+45,Economy,3109.0,245,123,204,409,4090.0,Available,Airline Site,Valid,
3082,21,BOM-HYD,Air India,AI210,2026-09-04,2026-08-05,T+30,Economy,4461.0,352,176,294,587,5870.0,Available,Airline Site,Valid,
3083,21,BOM-HYD,Air India,AI540,2026-09-04,2026-08-20,T+15,Economy,4886.0,386,193,322,643,6430.0,Available,Airline Site,Valid,
3084,21,BOM-HYD,Air India,AI671,2026-09-04,2026-08-28,T+7,Economy,5723.0,452,226,376,753,7530.0,Available,OTA,Valid,
3085,21,BOM-HYD,Air India,AI527,2026-09-04,2026-09-03,T+1,Economy,6392.0,505,252,420,841,8410.0,Available,Airline Site,Valid,
3086,21,BOM-HYD,Akasa,AK675,2026-09-04,2026-07-21,T+45,Economy,3055.0,241,121,201,402,4020.0,Available,Airline Site,Valid,
3087,21,BOM-HYD,Akasa,AK786,2026-09-04,2026-08-05,T+30,Economy,4135.0,326,163,272,544,5440.0,Available,OTA,Valid,
3088,21,BOM-HYD,Akasa,AK632,2026-09-04,2026-08-20,T+15,Economy,5563.0,439,220,366,732,7320.0,Available,Airline Site,Valid,
3089,21,BOM-HYD,Akasa,AK947,2026-09-04,2026-08-28,T+7,Economy,6483.0,512,256,426,853,8530.0,Sold Out,OTA,Flagged,Sold out at collection time
3090,21,BOM-HYD,Akasa,AK220,2026-09-04,2026-09-03,T+1,Economy,7152.0,565,282,470,941,9410.0,Available,OTA,Valid,
3091,21,BLR-HYD,IndiGo,IN704,2026-09-04,2026-07-21,T+45,Economy,2774.0,219,110,182,365,3650.0,Available,Airline Site,Valid,
3092,21,BLR-HYD,IndiGo,IN902,2026-09-04,2026-08-05,T+30,Economy,3739.0,295,148,246,492,4920.0,Available,OTA,Valid,
3093,21,BLR-HYD,IndiGo,IN949,2026-09-04,2026-08-20,T+15,Economy,4704.0,371,186,310,619,6190.0,Available,OTA,Valid,
3094,21,BLR-HYD,IndiGo,IN950,2026-09-04,2026-08-28,T+7,Economy,5571.0,440,220,366,733,7330.0,Available,Airline Site,Valid,
3095,21,BLR-HYD,IndiGo,IN421,2026-09-04,2026-09-03,T+1,Economy,6217.0,491,245,409,818,8180.0,Available,Airline Site,Valid,
3096,21,BLR-HYD,Air India,AI654,2026-09-04,2026-07-21,T+45,Economy,2629.0,208,104,173,346,3460.0,Available,OTA,Valid,
3097,21,BLR-HYD,Air India,AI141,2026-09-04,2026-08-05,T+30,Economy,3709.0,293,146,244,488,4880.0,Available,Airline Site,Valid,
3098,21,BLR-HYD,Air India,AI106,2026-09-04,2026-08-20,T+15,Economy,4439.0,350,175,292,584,5840.0,Available,OTA,Valid,
3099,21,BLR-HYD,Air India,AI498,2026-09-04,2026-08-28,T+7,Economy,5275.0,416,208,347,694,6940.0,Available,Airline Site,Valid,
3100,21,BLR-HYD,Air India,AI496,2026-09-04,2026-09-03,T+1,Economy,5047.0,398,199,332,664,6640.0,Available,Airline Site,Valid,
3101,21,BLR-HYD,Akasa,AK943,2026-09-04,2026-07-21,T+45,Economy,2592.0,205,102,170,341,3410.0,Available,Airline Site,Valid,
3102,21,BLR-HYD,Akasa,AK640,2026-09-04,2026-08-05,T+30,Economy,3192.0,252,126,210,420,4200.0,Available,OTA,Valid,
3103,21,BLR-HYD,Akasa,AK174,2026-09-04,2026-08-20,T+15,Economy,4051.0,320,160,266,533,5330.0,Available,OTA,Valid,
3104,21,BLR-HYD,Akasa,AK281,2026-09-04,2026-08-28,T+7,Economy,4347.0,343,172,286,572,5720.0,Available,Airline Site,Valid,
3105,21,BLR-HYD,Akasa,AK757,2026-09-04,2026-09-03,T+1,Economy,5837.0,461,230,384,768,7680.0,Available,Airline Site,Valid,
3106,21,DEL-MAA,IndiGo,IN607,2026-09-04,2026-07-21,T+45,Economy,2562.0,202,101,168,337,3370.0,Available,OTA,Valid,
3107,21,DEL-MAA,IndiGo,IN559,2026-09-04,2026-08-05,T+30,Economy,3366.0,266,133,222,443,4430.0,Available,OTA,Valid,
3108,21,DEL-MAA,IndiGo,IN233,2026-09-04,2026-08-20,T+15,Economy,4613.0,364,182,304,607,6070.0,Available,OTA,Valid,
3109,21,DEL-MAA,IndiGo,IN863,2026-09-04,2026-08-28,T+7,Economy,4446.0,351,176,292,585,5850.0,Available,OTA,Valid,
3110,21,DEL-MAA,IndiGo,IN264,2026-09-04,2026-09-03,T+1,Economy,5943.0,469,235,391,782,7820.0,Available,Airline Site,Valid,
3111,21,DEL-MAA,Air India,AI636,2026-09-04,2026-07-21,T+45,Economy,2789.0,220,110,184,367,3670.0,Available,OTA,Valid,
3112,21,DEL-MAA,Air India,AI307,2026-09-04,2026-08-05,T+30,Economy,3518.0,278,139,232,463,4630.0,Available,Airline Site,Valid,
3113,21,DEL-MAA,Air India,AI421,2026-09-04,2026-08-20,T+15,Economy,5312.0,419,210,350,699,6990.0,Available,Airline Site,Valid,
3114,21,DEL-MAA,Air India,AI510,2026-09-04,2026-08-28,T+7,Economy,5061.0,400,200,333,666,6660.0,Available,Airline Site,Valid,
3115,21,DEL-MAA,Air India,AI268,2026-09-04,2026-09-03,T+1,Economy,5533.0,437,218,364,728,7280.0,Available,Airline Site,Valid,
3116,21,DEL-MAA,Akasa,AK868,2026-09-04,2026-07-21,T+45,Economy,2653.0,209,105,174,349,3490.0,Available,OTA,Valid,
3117,21,DEL-MAA,Akasa,AK687,2026-09-04,2026-08-05,T+30,Economy,3504.0,277,138,230,461,4610.0,Available,OTA,Valid,
3118,21,DEL-MAA,Akasa,AK176,2026-09-04,2026-08-20,T+15,Economy,4203.0,332,166,276,553,5530.0,Available,OTA,Valid,
3119,21,DEL-MAA,Akasa,AK843,2026-09-04,2026-08-28,T+7,Economy,4933.0,389,195,324,649,6490.0,Available,OTA,Valid,
3120,21,DEL-MAA,Akasa,AK401,2026-09-04,2026-09-03,T+1,Economy,5008.0,395,198,330,659,6590.0,Available,Airline Site,Valid,
3121,21,BOM-MAA,IndiGo,IN798,2026-09-04,2026-07-21,T+45,Economy,3785.0,299,149,249,498,4980.0,Available,Airline Site,Valid,
3122,21,BOM-MAA,IndiGo,IN245,2026-09-04,2026-08-05,T+30,Economy,5069.0,400,200,334,667,6670.0,Available,OTA,Valid,
3123,21,BOM-MAA,IndiGo,IN291,2026-09-04,2026-08-20,T+15,Economy,6536.0,516,258,430,860,8600.0,Available,Airline Site,Valid,
3124,21,BOM-MAA,IndiGo,IN940,2026-09-04,2026-08-28,T+7,Economy,7555.0,596,298,497,994,9940.0,Available,Airline Site,Valid,
3125,21,BOM-MAA,IndiGo,IN631,2026-09-04,2026-09-03,T+1,Economy,6825.0,539,269,449,898,8980.0,Available,OTA,Valid,
3126,21,BOM-MAA,Air India,AI603,2026-09-04,2026-07-21,T+45,Economy,3762.0,297,148,248,495,4950.0,Available,OTA,Valid,
3127,21,BOM-MAA,Air India,AI946,2026-09-04,2026-08-05,T+30,Economy,4819.0,380,190,317,634,6340.0,Available,Airline Site,Valid,
3128,21,BOM-MAA,Air India,AI281,2026-09-04,2026-08-20,T+15,Economy,6909.0,545,273,454,909,9090.0,Available,OTA,Valid,
3129,21,BOM-MAA,Air India,AI686,2026-09-04,2026-08-28,T+7,Economy,6787.0,536,268,446,893,8930.0,Available,Airline Site,Valid,
3130,21,BOM-MAA,Air India,AI657,2026-09-04,2026-09-03,T+1,Economy,7592.0,599,300,500,999,9990.0,Available,OTA,Valid,
3131,21,BOM-MAA,Akasa,AK589,2026-09-04,2026-07-21,T+45,Economy,3800.0,300,150,250,500,5000.0,Available,OTA,Valid,
3132,21,BOM-MAA,Akasa,AK514,2026-09-04,2026-08-05,T+30,Economy,5480.0,433,216,360,721,7210.0,Available,Airline Site,Valid,
3133,21,BOM-MAA,Akasa,AK882,2026-09-04,2026-08-20,T+15,Economy,6871.0,542,271,452,904,9040.0,Sold Out,Airline Site,Flagged,Sold out at collection time
3134,21,BOM-MAA,Akasa,AK284,2026-09-04,2026-08-28,T+7,Economy,6787.0,536,268,446,893,8930.0,Available,OTA,Valid,
3135,21,BOM-MAA,Akasa,AK502,2026-09-04,2026-09-03,T+1,Economy,7395.0,584,292,486,973,9730.0,Available,OTA,Valid,
3136,21,CCU-BLR,IndiGo,IN803,2026-09-04,2026-07-21,T+45,Economy,2470.0,195,98,162,325,3250.0,Available,Airline Site,Valid,
3137,21,CCU-BLR,IndiGo,IN888,2026-09-04,2026-08-05,T+30,Economy,3352.0,265,132,220,441,4410.0,Available,Airline Site,Valid,
3138,21,CCU-BLR,IndiGo,IN681,2026-09-04,2026-08-20,T+15,Economy,4386.0,346,173,288,577,5770.0,Available,OTA,Valid,
3139,21,CCU-BLR,IndiGo,IN670,2026-09-04,2026-08-28,T+7,Economy,4933.0,389,195,324,649,6490.0,Available,OTA,Valid,
3140,21,CCU-BLR,IndiGo,IN654,2026-09-04,2026-09-03,T+1,Economy,4605.0,364,182,303,606,6060.0,Available,Airline Site,Valid,
3141,21,CCU-BLR,Air India,AI971,2026-09-04,2026-07-21,T+45,Economy,2774.0,219,110,182,365,3650.0,Available,Airline Site,Valid,
3142,21,CCU-BLR,Air India,AI335,2026-09-04,2026-08-05,T+30,Economy,3907.0,308,154,257,514,5140.0,Available,OTA,Valid,
3143,21,CCU-BLR,Air India,AI808,2026-09-04,2026-08-20,T+15,Economy,5061.0,400,200,333,666,6660.0,Available,OTA,Valid,
3144,21,CCU-BLR,Air India,AI720,2026-09-04,2026-08-28,T+7,Economy,5221.0,412,206,344,687,6870.0,Available,Airline Site,Valid,
3145,21,CCU-BLR,Air India,AI562,2026-09-04,2026-09-03,T+1,Economy,5616.0,443,222,370,739,7390.0,Available,OTA,Valid,
3146,21,CCU-BLR,Akasa,AK770,2026-09-04,2026-07-21,T+45,Economy,2637.0,208,104,174,347,3470.0,Available,OTA,Valid,
3147,21,CCU-BLR,Akasa,AK657,2026-09-04,2026-08-05,T+30,Economy,3792.0,299,150,250,499,4990.0,Available,OTA,Valid,
3148,21,CCU-BLR,Akasa,AK772,2026-09-04,2026-08-20,T+15,Economy,4605.0,364,182,303,606,6060.0,Available,OTA,Valid,
3149,21,CCU-BLR,Akasa,AK728,2026-09-04,2026-08-28,T+7,Economy,4947.0,391,195,326,651,6510.0,Available,OTA,Valid,
3150,21,CCU-BLR,Akasa,AK493,2026-09-04,2026-09-03,T+1,Economy,5503.0,434,217,362,724,7240.0,Available,OTA,Valid,
3151,22,DEL-BOM,IndiGo,IN427,2026-09-05,2026-07-22,T+45,Economy,4704.0,371,186,310,619,6190.0,Available,Airline Site,Valid,
3152,22,DEL-BOM,IndiGo,IN909,2026-09-05,2026-08-06,T+30,Economy,6308.0,498,249,415,830,8300.0,Available,OTA,Valid,
3153,22,DEL-BOM,IndiGo,IN758,2026-09-05,2026-08-21,T+15,Economy,7873.0,622,311,518,1036,10360.0,Available,Airline Site,Valid,
3154,22,DEL-BOM,IndiGo,IN130,2026-09-05,2026-08-29,T+7,Economy,8543.0,674,337,562,1124,11240.0,Available,OTA,Valid,
3155,22,DEL-BOM,IndiGo,IN845,2026-09-05,2026-09-04,T+1,Economy,9849.0,778,389,648,1296,12960.0,Available,OTA,Valid,
3156,22,DEL-BOM,Air India,AI386,2026-09-05,2026-07-22,T+45,Economy,4377.0,346,173,288,576,5760.0,Available,Airline Site,Valid,
3157,22,DEL-BOM,Air India,AI483,2026-09-05,2026-08-06,T+30,Economy,6194.0,489,244,408,815,8150.0,Available,Airline Site,Valid,
3158,22,DEL-BOM,Air India,AI707,2026-09-05,2026-08-21,T+15,Economy,8216.0,649,324,540,1081,10810.0,Available,Airline Site,Valid,
3159,22,DEL-BOM,Air India,AI401,2026-09-05,2026-08-29,T+7,Economy,8329.0,658,329,548,1096,10960.0,Available,Airline Site,Valid,
3160,22,DEL-BOM,Air India,AI645,2026-09-05,2026-09-04,T+1,Economy,9165.0,724,362,603,1206,12060.0,Available,OTA,Valid,
3161,22,DEL-BOM,Akasa,AK299,2026-09-05,2026-07-22,T+45,Economy,4591.0,362,181,302,604,6040.0,Available,Airline Site,Valid,
3162,22,DEL-BOM,Akasa,AK181,2026-09-05,2026-08-06,T+30,Economy,6058.0,478,239,398,797,7970.0,Available,OTA,Valid,
3163,22,DEL-BOM,Akasa,AK839,2026-09-05,2026-08-21,T+15,Economy,7569.0,598,299,498,996,9960.0,Available,OTA,Valid,
3164,22,DEL-BOM,Akasa,AK498,2026-09-05,2026-08-29,T+7,Economy,8398.0,663,332,552,1105,11050.0,Available,Airline Site,Valid,
3165,22,DEL-BOM,Akasa,AK989,2026-09-05,2026-09-04,T+1,Economy,9294.0,734,367,612,1223,12230.0,Available,OTA,Valid,
3166,22,DEL-BLR,IndiGo,IN616,2026-09-05,2026-07-22,T+45,Economy,2470.0,195,98,162,325,3250.0,Available,OTA,Valid,
3167,22,DEL-BLR,IndiGo,IN761,2026-09-05,2026-08-06,T+30,Economy,3237.0,256,128,213,426,4260.0,Available,OTA,Valid,
3168,22,DEL-BLR,IndiGo,IN672,2026-09-05,2026-08-21,T+15,Economy,4773.0,377,188,314,628,6280.0,Available,OTA,Valid,
3169,22,DEL-BLR,IndiGo,IN394,2026-09-05,2026-08-29,T+7,Economy,5085.0,401,201,334,669,6690.0,Available,Airline Site,Valid,
3170,22,DEL-BLR,IndiGo,IN738,2026-09-05,2026-09-04,T+1,Economy,4430.0,350,175,292,583,5830.0,Available,Airline Site,Valid,
3171,22,DEL-BLR,Air India,AI595,2026-09-05,2026-07-22,T+45,Economy,2576.0,203,102,170,339,3390.0,Available,Airline Site,Valid,
3172,22,DEL-BLR,Air India,AI695,2026-09-05,2026-08-06,T+30,Economy,3534.0,279,140,232,465,4650.0,Available,Airline Site,Valid,
